constructionyear;locality;organbuilder;architect;stopsnumber;manualsnumber;pedals;oc_lat;oc_lng;oc_formatted
1974;Køng Kirke ;Carsten Lund;;10;2;Pedal;55.1074003;11.8355548;Køng Kirke, Køng Kirkevej, 4750 Lundby, Denmark
1980;Lisbjerg Kirke ;Carsten Lund;;12;2;Pedal;56.2213191;10.1685619;Lisbjerg Kirke, Marie Belows Vej, 8200 Aarhus N, Denmark
1989;Longelse Kirke ;Bruno Christensen & Sønner;;12;2;Pedal;54.9236174;10.8007506;Longelse Kirke, Spodsbjergvej, Spodsbjerg, Denmark
1971;Lyderslev Kirke ;Th. Frobenius & Sønner;;6;1;Pedal;55.273546;12.2940684;Lyderslev Kirke, Lyderslev Bygade, Lyderslev, Denmark
1947;Lynderup Kirke ;Th. Frobenius & Co;;6;1;Pedal;56.5667093;9.3186644;Lynderup Kirke, Stavildvej, 8831 Løgstrup, Denmark
1879;Lysabild Kirke ;Ph. Furtwängler & Söhne;;12;2;Pedal;54.9036385;10.0046126;Lysabild Kirke, Nørregade, 6470 Sydals, Denmark
1976;Løgstør Kirke ;Bruno Christensen & Sønner;;17;2;Pedal;56.9676336;9.2563805;Løgstør Kirke, Blindebomsgade, 9670 Løgstør, Denmark
1845;Løjt Kirke ;Marcussen & Reuter;;15;2;Pedal;55.0911224;9.4629587;Løjt Kirke, Løjt Storegade, Løjt Kirkeby, Denmark
1967;Melholt Kirke ;J.A. Zachariasen;;6;1;Pedal;57.1022764;10.3525121;Melholt Kirke, Snørholtvej, Brønderslev Municipality, Denmark
1963;Mellerup Valgmenighedskirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);56.519154;10.2054079;Mellerup Valgmenighedskirke, Almisbakken, Mellerup, Denmark
1947;Møborg Kirke ;Th. Frobenius & Co;;6;1;Anhangspedal;56.3901795;8.3513285;Møborg Kirke, Bavnehøjvej, 7660 Bækmarksbro, Denmark
1875 (?);Mørke Kirke ;J.A. Demant;Vilhelmsen, Marxen og Bech-Jensen (pedalværk 2014).;7;1;Pedal;56.3315518;10.3748858;Mørke Kirke, Gammel Mørkevej, 8544 Mørke, Denmark
1969;Nordborg Kirke ;Marcussen & Søn;;18;2;Pedal;55.0599912;9.7393414;Nordborg Kirke, Kirkegade, Nordborg, Denmark
1856 (?);Norup Kirke ;P.U.F. Demant;;4;1;(Intet Pedal);55.5439663;10.392371;Norup Kirke, Egensevej, 5450 Otterup, Denmark
1972;Notmark Kirke ;Marcussen & Søn;;12;2;Pedal;54.9797866;9.9310646;Vor Frue Kirke, Kirkepladsen, 6440 Augustenborg, Denmark
1870;Nyord Kirke ;J.A. Demant;;4;1;(Intet Pedal);55.0414091;12.194636;Nyord Kirke, Søndergade, Vordingborg Municipality, Denmark
1988;Nørholm Kirke ;Gunnar Fabricius Husted;;11;2;Pedal;57.0368716;9.7341059;Nørholm Kirke, Nørholm Bygade, Nørholm, Denmark
1980;Nørre Jernløse Kirke ;Gunnar Fabricius Husted;;10;2;Pedal;55.6648254;11.6236224;Nørre Jernløse Kirke, Hovedgaden, 4420 Regstrup, Denmark
1980;Nørre Søby Kirke ;Bruno Christensen & Sønner;Ebbe Lehn Petersen [Orglet 1981,1].;8;1;Pedal;55.287588;10.3751092;Nørre Søby Kirke, Stadionvænget, Nørre Søby, Denmark
1975;Oksby Kirke ;Gunnar Fabricius Husted;;7;1;Pedal;55.5555339;8.1388558;Oksby Kirke, Tane Hedevej, 6857 Blåvand, Denmark
1988;Oksbøl Kirke ;Marcussen & Søn;;11;2;Pedal;55.0378636;9.758278;Oksbøl kirke, Oksbøl Søndergade, 6430 Nordborg, Denmark
1968;Pedersker, Sct. Peders Kirke ;Th. Frobenius & Sønner;;7;1;Pedal;NA;NA;NA
1967;Pindstrup Kirke ;Carsten Lund;;10;2;Pedal;56.3922048;10.418905;Pindstrup Kirke, Skolevej, Pindstrup, Denmark
1910;Præstø Kirke;A.H. Busch & Sønner;;14;2;Pedal;55.1233774;12.0481493;Præstø Kirke, Adelgade, 4720 Præstø, Denmark
1988;Præstø Kirke;Carsten Lund;;24;3;Pedal;55.1233774;12.0481493;Præstø Kirke, Adelgade, 4720 Præstø, Denmark
1963;Randers, Sct. Clemens Kirke ;Th. Frobenius & Co;;23;2;Pedal;NA;NA;NA
1961;Randers, Sct. Peders Kirke ;Frederiksborg Orgelbyggeri;;32;3;Pedal;NA;NA;NA
1975;Ranum Kirke ;Frederiksborg Orgelbyggeri;;26;3;Pedal;56.8949298;9.2281607;Ranum Kirke, Kirkevej, 9681 Ranum, Denmark
1870;Ravsted Kirke ;Marcussen & Søn;;9;1;Pedal;55.0091924;9.1261079;Ravsted Kirke, Ravsted Skolegade, Ravsted, Denmark
1973;Revninge Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal);55.4162115;10.6612809;Revninge Kirke, Revninge Bygade, 5300 Kerteminde, Denmark
1979;Rinkenæs Gamle Kirke ;Bruno Christensen & Sønner;;5;1;Pedal;54.9053822;9.5450583;Rinkenæs gamle Kirke, Gammel Kirkevej, 6300 Gråsten, Denmark
1878;Roager Kirke ;Marcussen & Søn;;6;1;Anhangspedal;55.2450542;8.8282262;Roager Kirke, Roagervej, Roager, Denmark
1967;Rutsker, Ruts Kirke ;Frederiksborg Orgelbyggeri;Frederiksborg Orgelbyggeri.;12;2;Pedal;NA;NA;NA
1979;Ryde Kirke ;Gunnar Fabricius Husted;Preben Thorsen.;6;1;Pedal;56.4334928;8.7783013;Ryde Kirke, Skolevænget, 7830 Vinderup, Denmark
1969;Rødovre, Hendriksholm Kirke;Conrad Christiansen;Viggo Boesen [Rødovre Lokal Nyt 09-11-2011].;22;2;Pedal;55.6685679;12.4648335;Hendriksholm Kirke, Damhus Boulevard, 2610 Rødovre, Denmark
1961;Rønne Kirke ;Th. Frobenius & Co;;51;4;Pedal;55.0990001;14.6976274;Sankt Nicolaj Kirke, Kirkepladsen, 3700 Rønne, Denmark
1974;Salling Kirke ;Jensen & Thomsen;;5;1;(Intet Pedal);56.9520663;9.3618969;Skarp Salling Kirke, Buen, Vesthimmerland Municipality, Denmark
1973;Silkeborg Kirke ;Bruno Christensen;Harald Lønborg-Jensen (1943).;44;3;Pedal;56.1696754;9.5514776;Silkeborg Kirke, Fredensgade, 8600 Silkeborg, Denmark
1971;Skanderborg Slotskirke ;Poul-Gerhard Andersen's Orgelbyggeri;Jens Hiernøe;12;2;Pedal;56.0269984;9.9332211;Skanderborg Slotskirke, Slotsholmen, 8660 Skanderborg, Denmark
1960;Skelby Kirke ;Wilhelm Hemmersam;;14;2;Pedal;54.6337293;11.903306;Skelby Kirke, Gammel Landevej, Skelby, Denmark
1968;Aalborg, Sct. Markus Kirke;Jensen & Thomsen;;5;1;Anhangspedal;57.0432646;9.9427259;Sct. Markus Kirke, Sjællandsgade, 9000 Aalborg, Denmark
1984;Skive Kirke ;P. Bruhn & Søn;;43;3;Pedal;56.5656101;9.0220666;Skive Kirke, Frederiksdal Alle, 7800 Skive, Denmark
1965;Skive, Vor Frue Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;> Arkitekt: Poul-Gerhard Andersen. [Iflg. Nyholm 1987].;19;2;Pedal;56.5649198;9.0221062;Vor Frue Kirke, Frederiksdal Alle, 7800 Skive, Denmark
1981;Skjoldbjerg Kirke ;Th. Frobenius & Sønner;;7;1;Pedal;55.6825821;9.103112;Skjoldbjerg Kirke, Kolonivej, 7190 Billund, Denmark
1879;Skærbæk Kirke ;Ph. Furtwängler & Söhne;;15;2;Pedal;55.1597759;8.7654451;Skærbæk Kirke, Kirkealle, 6780 Skærbæk, Denmark
1976;Skævinge Kirke ;Carsten Lund;;14;2;Pedal;55.9091702;12.1518181;Skævinge Kirke, Ny Harløsevej, 3320 Skævinge, Denmark
1988;Skørringe Kirke ;Gunnar Fabricius Husted;;7;1;Pedal;54.75497;11.3740892;Skørringe Kirke, Skørringe Kirkevej, Lolland Municipality, Denmark
1974;Slagelse, Sct. Peders Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;20;2;Pedal;NA;NA;NA
1855;Slangerup Kirke ;Jens Gregersen;;12;2;Anhangspedal;55.8457146;12.1708706;Slangerup Kirke, Strandstræde, 3550 Slangerup, Denmark
1857;Sneslev kirke ;Frederik Hoffmann Ramus;;4;1;(Intet Pedal);55.3750997;11.8522188;Sneslev Kirke, Haslevvej, Ringsted Municipality, Denmark
1949;Soderup Kirke ;I. Starup & Søn;;9;1;Pedal;55.4606149;11.3823187;Sønderup, Region Zealand, Denmark
1882;Sommersted Kirke ;Marcussen & Søn;;10;1;Pedal;55.3201442;9.3113543;Sommersted Kirke, Kirkevej, 6560 Sommersted, Denmark
1966;Stege Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;25;3;Pedal;54.9841495;12.2842367;Stege Kirke, Kirkepladsen, 4780 Stege, Denmark
1891;Stensby Kirke ;A.H. Busch & Sønner;;6;1;Anhangspedal;54.9842239;12.0305407;Stensby Kirke, Skovstræde, 4773 Stensved, Denmark
1871;Stepping Kirke ;Marcussen & Søn;;13;1;Pedal;55.3560515;9.3598678;Stepping Kirke, Langforte, Stepping, Denmark
1942;Stigs Bjergby Kirke ;Th. Frobenius & Co;;6;1;Pedal;55.6740161;11.4813083;Stigs Bjergby Kirke, Kirkevej, 4440 Mørkøv, Denmark
1843;Stoense Kirke ;P.U.F. Demant;;4;1;(Intet Pedal);55.0925283;10.9000595;Stoense Kirke, Stoensevej, 5953 Tranekær, Denmark
1965;Store Fuglede Kirke ;I. Starup & Søn;;10;2;Pedal;55.5863022;11.245097;Store Fuglede Kirke, Fugledevej, 4490 Jerslev, Denmark
1985;Strøby Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;12;2;Pedal;55.3800393;12.284443;Strøby Kirke, Strøby Bygade, 4671 Strøby, Denmark
1958;Svendborg, Vor Frue Kirke ;Frederiksborg Orgelbyggeri;Andreas Jensen [jf. avisudklip].;28;3;Pedal;55.0602528;10.6099193;Vor Frue Kirke, Frue Kirkestræde, 5700 Svendborg, Denmark
1969;Sværdborg Kirke ;Carsten Lund;;11;2;Pedal;55.0884372;11.8712962;Sværdborg Kirke, Hasbjergvej, 4750 Lundby, Denmark
1947;Sæddinge Kirke ;Th. Frobenius & Co;;6;1;Anhangspedal;NA;NA;NA
1990;Søften Kirke ;Jydsk Orgelbyggeri;;13;2;Pedal;56.2378594;10.0856382;Søften Kirke, Kvottrupvej, 8382 Hinnerup, Denmark
1944;Sønder Kongerslev Kirke ;Th. Frobenius & Co;;5;1;Anhangspedal;56.8835873;10.1113912;Kongerslev Kirke, Kildevej, 9293 Kongerslev, Denmark
1865;Tandslet Kirke ;Marcussen & Søn;;8;1;(Intet Pedal);54.9265238;9.9673836;Tandslet Kirke, Mommarkvej, 6470 Sydals, Denmark
1980;Tejn Kirke ;Finn Krohn;;13;2;Pedal;55.2454822;14.8351047;Tejn Church, Kirkebakken, 3770 Allinge, Denmark
1974;Tersløse Kirke ;Marcussen & Søn;;8;1;Pedal;55.5118097;11.4876898;Tersløse Kirke, Skellebjergvej, 4293 Dianalund, Denmark
1988;Tibirke Kirke ;Gunnar Fabricius Husted;;17;2;Pedal;56.0416385;12.1066177;Tibirke Kirke, Tibirke Kirkevej, 3220 Tisvildeleje, Denmark
1978;Tikøb Kirke ;Gunnar Fabricius Husted;Rolf Graae;21;3;Pedal;56.0186949;12.4534998;Stengård, Tikøb Kirke, Kvistgårdsvej, 3080 Tikøb, Denmark
1969;Tinglev Kirke ;Marcussen & Søn;Hans Lund (ombygningen 2005);18;2;Pedal;54.9332019;9.2433532;Tinglev Kirke, Hovedgaden, 6360 Tinglev, Denmark
1982;Tirsted Kirke ;Carsten Lund;;10;2;Pedal;54.7351982;11.345321;Tirsted Kirke, Tirsted Kirkevej, Lolland Municipality, Denmark
1970;Tirstrup Kirke ;Carsten Lund;;8;2;Pedal;56.3027457;10.6927586;Tirstrup Kirke, Ballevej, Tirstrup, Denmark
1867;Torkilstrup Kirke ;Knud Olsen;;5;1;(Intet Pedal);54.8711083;11.9309213;Torkilstrup Kirke, Torkilstrupvej, 4863 Eskilstrup, Denmark
1964;Torslunde Kirke ;Th. Frobenius & Co;;6;1;Pedal;55.6262636;12.2457577;Torslunde Kirke, Torslundevej, 2630 Taastrup, Denmark
1969;Tranekær Kirke ;I. Starup & Søn;;9;2;Pedal;54.9963348;10.8419761;Tranekær Kirke, Slotsgade, Tranekær, Denmark
1989;Tureby Kirke ;Gunnar Fabricius Husted;;9;2;Pedal;55.3468213;12.0902517;Tureby Kirke, Turebyholm, Turebyholmvej, 4682 Tureby, Denmark
1902;Tøstrup Kirke ;Frederik Nielsen;;7;1;(Intet Pedal);56.4091404;10.6508237;Tøstrup Kirke, Tøstrupvej, 8586 Ørum, Denmark
1861;Tårs Kirke ;Jens Gregersen;;6;1;(Intet Pedal);57.3843216;10.1162064;Tårs Kirke, Bredgade, 9830 Tårs, Denmark
1972;Ulfborg Kirke ;Bruno Christensen;;7;1;Pedal;56.2995006;8.3431404;Ulfborg Kirke, Ulfborg Kirkebyvej, Holstebro Municipality, Denmark
1972;Utterslev Kirke ;Carsten Lund;;6;1;Pedal;54.9212475;11.1928916;Utterslev Kirke, Gallevej, 4913 Horslunde, Denmark
1983;Vester Ulslev Kirke ;Carsten Lund;;6;1;Pedal;54.6903388;11.5778319;Vester Ulslev Kirke, Øllebøllevej, 4894 Øster, Denmark
1981;Vetterslev kirke ;Frederiksborg Orgelbyggeri;;12;2;Pedal;55.387588;11.7700696;Vetterslev Kirke, Vetterslev Bygade, Vetterslev, Denmark
1985;Viborg, Søndre Sogns Kirke ;Bruno Christensen & Sønner;;41;3;Pedal;NA;NA;NA
1955;Vile Kirke ;Th. Frobenius & Co;;5;1;Pedal;56.719169;8.860109;Vile Kirke, Langerodde, Skive Municipality, Denmark
2003;Virum Kirke ;Freiburger Orgelbau;> Lars Max Nielsen.;30;3;Pedal;55.7953626;12.4630691;Virum Kirke, Kirkebakken, 2830 Virum, Denmark
1990;Vissing Kirke ;Bruno Christensen & Sønner;;6;1;Pedal;56.364563;10.0081023;Vissing Kirke, Lindkjærvej, Favrskov Municipality, Denmark
1988;Vrå Kirke ;Marcussen & Søn;;15;2;Pedal;57.3526782;9.9448384;Vrå Kirke, Østergade, 9760 Vrå, Denmark
1880 (?);Ønslev Kirke ;Peter Mortensen Gudme;;4;1;(Intet Pedal);54.8488045;11.8605029;Ønslev Kirke, Nykøbingvej, 4863 Eskilstrup, Denmark
1828;Øsby Kirke ;Marcussen & Reuter;;21;2;Pedal;55.2519047;9.6437521;Øsby Kirke, Øsby Kirkevej, Øsby, Denmark
1982;Øster Starup Kirke ;Marcussen & Søn;;12;2;Pedal;55.5982035;9.4465181;Øster Starup Kirke, Egelandvej, 6052 Viuf, Denmark
1978;Øster Ulslev Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;5;1;Pedal;54.6991057;11.6266845;Øster Ulslev Church, Lille Kirkestræde, 4894 Øster, Denmark
1956;Østerlars Kirke ;Marcussen & Søn;;13;2;Pedal;55.1714778;14.9616876;Østerlars Kirke, Vietsvej, 3760 Gudhjem, Denmark
1967;Gjellerup Valgmenighedskirke ;Marcussen & Søn;;12;2;Pedal;56.1339161;9.0545243;Gjellerup Valgmenighedskirke, Hammerum Hovedgade, Hammerum, Denmark
1965;Åkirkeby, Å Kirke ;Marcussen & Søn;;15;2;Pedal;NA;NA;NA
1971;Aalborg, Vor Frelsers Kirke ;Frederiksborg Orgelbyggeri;;28;3;Pedal;57.0499259;9.9066676;Vor Frelsers Kirke, Absalonsgade, 9000 Aalborg, Denmark
1970;Aarhus Domkirke;Bruno Christensen;;22;2;Pedal;56.1568544;10.2106463;Aarhus Cathedral, Store Torv, 8000 Aarhus C, Denmark
1967;Hjorthede Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal);56.416761;9.7084273;Hjorthede Kirke, Røngevej, Viborg Municipality, Denmark
1974;Heldum Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal);56.5473264;8.2729827;Heldum Kirke, Lemvigvej, 7620 Lemvig, Denmark
1971;Hjarup Kirke ;Marcussen & Søn;;7;1;Pedal;55.445456;9.3599;Hjarup Kirke, Hjarup Byvej, Hjarup, Denmark
1972;Aarhus, Sct. Markus Kirke;Bruno Christensen;;4;1;(Intet Pedal);NA;NA;NA
1869;Søllested Kirke ;Marcussen & Søn;;6;1;(Intet Pedal);54.8178933;11.2704579;Søllested Kirke, Kirkevej, 4920 Søllested, Denmark
1981;Gurre Kirke ;Finn Krohn;;20;2;Pedal;56.0232669;12.5400368;Gurre Kirke, Gurrevej, 3060 Espergærde, Denmark
1966;Andst Kirke ;Th. Frobenius & Co;Rolf Graae.;7;1;Pedal;55.481059;9.233956;Andst Kirke, Vestergyden, Store Andst, Denmark
1843;Dalby Kirke ;Marcussen & Reuter;;8;1;Pedal;55.4653735;9.5039428;Dalby Kirke, Dalbyvej, 6000 Kolding, Denmark
1993;Ellidshøj Kirke ;Marcussen & Søn;Arkitektfirma Dommergården, Terndrup.;11;2;Pedal;56.9305306;9.8673713;Ellidshøj Kirke, Ellidshøjvej, 9230 Svenstrup, Denmark
1886;Ensted Kirke ;Marcussen & Søn;;6;1;Pedal;54.9898702;9.4075661;Ensted Kirke, Stubbæk Stenbro, Stubbæk, Denmark
1881;Fjelstrup Kirke ;Marcussen & Søn;;15;2;Pedal;55.3211555;9.5610721;Fjelstrup Kirke, Skolebakken, Fjelstrup, Denmark
1963;Føvling Kirke ;I. Starup & Søn;Vinther & Roldsgaard.;5;1;Pedal;55.9362777;9.6054466;Føvling Kirke, Føvlingvej, 8740 Brædstrup, Denmark
1930;Helsingør, Sct. Vincent Kirke ;Th. Frobenius & Co;Johannes Tidemand-Dal.;14;2;Pedal;NA;NA;NA
1610 (?);Hillerød, Frederiksborg Slotskirke;Esaias Compenius;;27;2;Pedal;55.9350889;12.3007903;Frederiksborg Slotskirke, Indre Slotsgård, 3400 Hillerød, Denmark
1940;Horne Kirke ;Marcussen & Søn;;22;2;Pedal;55.106155;10.1741652;Horne Kirke, Kirkevej, 5642 Millinge, Denmark
1975;Hornum Frimenighedskirke ;P. Bruhn & Søn;;4;1;(Intet Pedal);56.8435079;9.4206543;Søttrup Frimenighedskirke, Vandværksvej, Hornum, Denmark
1870 (?);Jordløse Kirke ;J.A. Demant;;7;1;Pedal;55.2002571;10.1566829;Jordløse Kirke, Landevejen, Jordløse, Denmark
1957;Kalundborg, Vor Frue Kirke ;Th. Frobenius & Co;Marinus Andersen.;20;2;Pedal;55.6804654;11.0808628;Vor Frue Kirke, Præstegade, 4400 Kalundborg, Denmark
1829;København, Christiansborg Slotskirke;Marcussen & Reuter;C.F. Hansen. [Kjerulf & al. 2012, s. 69, note 7 og s. 93, note 21].;38;3;Pedal;55.6770331;12.57932;Christiansborg Palace Chapel, Prins Jørgens Gård, 1212 Copenhagen, Denmark
1916;København, Sct. Stefans Kirke;A.C. Zachariasen;;16;2;Pedal;NA;NA;NA
1978;København, Sct. Markus Kirke;Poul-Gerhard Andersen's Orgelbyggeri;(1928): J.V. Jepsen. [Iflg. Kr.Dgbl. 21.06.1928].;38;3;Pedal;NA;NA;NA
1976;Næstved, Sct. Peders Kirke;Fyns Orgelbyggeri;;4;1;(Intet Pedal);NA;NA;NA
1879;Ore Kirke ;Knud Olsen;;7;1;(Intet Pedal);55.5065247;10.0357475;Ore Kirke, Oregårdvej, Nordfyn Municipality, Denmark
1994;Randers, Sct. Mortens Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;52;3;Pedal;NA;NA;NA
1963;Rødding Frimenighedskirke ;Marcussen & Søn;;9;2;Pedal;NA;NA;NA
1989;Skjern Kirke ;Marcussen & Søn;Vilhelmsen & Kristensen.;27;3;Pedal;55.9432001;8.499409;Skjern Kirke, Ånumvej, 6900 Skjern, Denmark
1998;Sneum Kirke ;Anders Havgaard Rasmussen;Orgelbyggeriet. [Iflg. meddelelse fra dette].;10;3;Pedal;55.4587772;8.6401682;Sneum Kirke, Sneumvej, Esbjerg Municipality, Denmark
1970;Struer Kirke ;Bruno Christensen;Poul Hansen & Ib Lydholm;30;3;Pedal;56.4894801;8.593907;Struer Kirke, Kirkevænget, 7600 Struer, Denmark
1996;Torsminde Kirke ;P.G. Andersen & Bruhn;;5;1;Pedal;NA;NA;NA
1949;Træden Kirke ;Marcussen & Søn;;8;1;Pedal;55.9710121;9.6680871;Træden Kirke, Søhulevej, 8740 Brædstrup, Denmark
1998;Tåning Kirke ;P.G. Andersen & Bruhn;Peder Gram. [Annonce Menighedsrådenes Blad 2002].;10;2;Pedal;56.011908;9.8446466;Tåning Kirke, Horndrupvej, Skanderborg Municipality, Denmark
1966;Vester Hæsinge Kirke ;Conrad Christiansen;E. Zeuthen Nielsen.;20;2;Pedal;55.1938605;10.2467216;Vester Hæsinge Kirke, Birkevej, 5672 Broby, Denmark
1999;Ørslev Kirke ;Jensen & Thomsen;;16;2;Pedal;55.2239442;11.40575;Ørslev Kirke, Ørslev Kirkevej, Slagelse Municipality, Denmark
1878 (?);Haderslev, Sct. Marie Kirke ;Johan Färber;;5;1;Anhangspedal;NA;NA;NA
1958;København, Davids Kirke;Bruno Christensen;;5;1;(Intet Pedal);55.7070237;12.579147;Davids Kirke, Koldinggade, 2100 København Ø, Denmark
2004;Aarhus Domkirke ;Henk Klop;;4;1;(Intet Pedal);56.1568544;10.2106463;Aarhus Cathedral, Store Torv, 8000 Aarhus C, Denmark
1995;København, Garnisons Kirke;Carsten Lund;(1995) Wilhelm Wohlerts tegnestue i samarbejde med orgelbyggeriet. [Jfr. Westenholz 1991]. Se i øvrigt noter. ;45;3;Pedal;55.6816997;12.5895859;Garrison Church, Sankt Annæ Plads, 1250 København K, Denmark
1864 (?);Almind Kirke ;Frederik Hoffmann Ramus;;4;1;(Intet Pedal);55.5657725;9.488677;Almind Kirke, Vestergade, 6051 Almind, Denmark
2000;København, Holmens Kirke;Gerrit & Henk Klop;;6;1;(Intet Pedal);55.6766047;12.5836042;Church of Holmen, Holmens Kanal, 1063 København K, Denmark
1968;Auning Kirke ;I. Starup & Søn;Frk. Muussmann [se noter].;12;2;Pedal;56.4338458;10.3760494;Auning Kirke, Kirkevej, 8963 Auning, Denmark
1954;Hassing Kirke ;I. Starup & Søn;;6;1;Pedal;56.824314;8.4544924;Hassing Kirke, Vestervigvej, 7755 Bedsted, Denmark
2002;Furreby Kirke ;Freiburger Orgelbau;;5;1;Pedal;57.3825922;9.7260966;Furreby Kirke, Furreby Kirkevej, 9480 Løkken, Denmark
1901;Viborg, Gråbrødre Klosterkirke ;Frederik Nielsen;;4;1;(Intet Pedal);56.4517648;9.412768;Gråbrødre Klosterkirke, Gråbrødre Kirke Stræde, 8800 Viborg, Denmark
1974;Hostrup Kirke ;Th. Frobenius & Sønner;;6;1;Pedal;55.5744901;8.3664631;Hostrup Kirke, Hostrupvej, 6852 Billum, Denmark
2003;Lyngå Kirke ;Bruno Christensen & Sønner;Vilhelmsen, Marxen og Bech-Jensen [Orglet 2004,1].;15;2;Pedal;56.314622;9.9798738;Lyngå Kirke, Lyngåvej, Lyngå, Denmark
2003;Sanderum Kirke ;Th. Frobenius & Sønner;Ebbe Marxen (Vilhelmsen, Marxen og Bech-Jensen).;22;2;Pedal;55.3685515;10.3291138;Sanderum Kirke, Sanderumvej, 5250 Odense SV, Denmark
1972;Øster Hjermitslev Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal);57.2788889;9.868272;Øster Hjermitslev Kirke, Lærkevej, Brønderslev Municipality, Denmark
1969;Sorterup Kirke ;Th. Frobenius & Sønner;Rolf Graae;17;2;Pedal;55.4507825;11.4390882;Sorterup Kirke, Sorterup Kirkevej, Slagelse Municipality, Denmark
1965;Adsbøl Kirke ;Brdr. Bruhn;;7;1;Pedal;54.9368475;9.6205712;Adsbøl Kirke, Sønderborg Landevej, 6320 Egernsund, Denmark
1964;Madum Kirke ;Marcussen & Søn;> Ebbe Lehn Petersen [se noter];7;1;Pedal;56.2440409;8.2908132;Madum Kirke, Madum Kirkevej, 6980 Tim, Denmark
1890;Agerskov Kirke ;Marcussen & Søn;;12;2;Pedal;55.1303362;9.1375734;Agerskov Kirke, Kirkevej, 6534 Agerskov, Denmark
1977;Agersted Kirke ;Bruno Christensen & Sønner;Orgelbyggeriet [iflg. medd. fra dette].;7;1;Pedal;57.2060775;10.3813404;Agersted Kirke, Præstbrovej, Agersted, Denmark
1971;Agersø Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;Typeorgel.;4;1;(Intet Pedal);55.2116695;11.1936177;Agersø Kirke, Storegade, 4244 Agersø, Denmark
1977;Agger Kirke ;Bruno Christensen & Sønner;;6;1;Pedal;56.7811631;8.2390987;Agger Kirke, Vesterhavsvej, 7770 Vestervig, Denmark
1981;Agri Kirke ;Bruno Christensen & Sønner;;8;2;Pedal;56.2315379;10.5255674;Agri Kirke, Sognevejen, Syddjurs Municipality, Denmark
1979;Albæk Kirke ;Bruno Christensen & Sønner;;8;1;Pedal;57.2336899;10.4229699;Albæk Kirke, Donstedvej, Frederikshavn Municipality, Denmark
1978;Albæk Kirke ;Bruno Christensen & Sønner;;7;1;Pedal;57.2336899;10.4229699;Albæk Kirke, Donstedvej, Frederikshavn Municipality, Denmark
1982;Albøge Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal;56.3619061;10.7051653;Albøge Kirke, Søbyvej, Norddjurs Municipality, Denmark
1890;Allerslev Kirke ;A.H. Busch & Sønner;;6;1;Anhangspedal;55.081248;12.0373973;Allerslev Kirke, Kirkestræde, 4720 Præstø, Denmark
1966;Allested Kirke ;Marcussen & Søn;;5;1;(Intet Pedal);55.2652133;10.3368392;Allested Kirke, Østergade, Allested, Denmark
1979;Allesø Kirke ;Bruno Christensen & Sønner;> Ebbe Lehn Petersen [Danmarks Kirker].;7;1;Pedal;55.4537436;10.3131216;Allesø Kirke, Beldringevej, 5210 Odense NV, Denmark
1961;Alrø Kirke ;Marcussen & Søn;;5;1;(Intet Pedal);55.8566297;10.0750608;Alrø Kirke, Alrøvej, Odder Municipality, Denmark
1968;Alslev Kirke ;I. Starup & Søn;;4;1;(Intet Pedal);55.2900724;12.2030168;Alslev Kirke, Alslevvej, 4653 Karise, Denmark
1954;Alsted Kirke ;Marcussen & Søn;;5;1;(Intet Pedal);55.4045205;11.6651025;Alsted Kirke, Alstedvej, 4173 Fjenneslev, Denmark
1969;Alstrup Kirke ;I. Starup & Søn;;4;1;(Intet Pedal);57.277201;9.7545679;Alstrup Kirke, Alstrupvej, Vester Hjermitslev, Denmark
1975;Alsønderup Kirke ;Jensen & Thomsen;;10;2;Pedal;55.9702511;12.2268438;Gundhøjgård, Alsønderup Kirke, Kirkevænget, Alsønderup, Denmark
1976;Arden Kirke ;Jensen & Thomsen;;15;2;Pedal;56.7682163;9.8565065;Arden Kirke, Møllebygger Sørensens Vej, 9510 Arden, Denmark
1984;Arup Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal);55.3800356;10.0451835;Aarup Kirke, Kirkegade, 5560 Aarup, Denmark
1981;Asferg Kirke ;Jensen & Thomsen;Rolf Graae. [Iflg. Dansk Orgelaarbog 1987-1989 s. 17].;12;2;Pedal;56.5470122;9.9336539;Asferg Kirke, Nørregade, Asferg, Denmark
1978;Asmild Kirke ;Carsten Lund;;12;2;Pedal;56.4468009;9.4248251;Asmild Kirke, Vinkelvej, 8800 Viborg, Denmark
1958;Asnæs Kirke ;Frederiksborg Orgelbyggeri;;7;1;Pedal;55.8099062;11.4984815;Asnæs Kirke, Asnæs Kirkevej, 4550 Asnæs, Denmark
